amount,time_hr,distance_km,is_fraud
315.80975664910045,8.83019432230167,4.099624190536328,0
216.7976691798368,8.775681188255316,17.009432295216754,0
100.34175113269197,8.852039470474265,1.0379059903682175,0
134.4053963812191,8.425109945402777,5.913893480832084,0
346.71109764763224,6.019786876150551,16.88497404811637,0
52.59325732567117,17.00614575807864,5.800583872978118,0
431.70968876645964,20.853080525577234,12.440791247419876,0
320.54169622288686,19.568254163990424,11.644175195364623,0
478.64369180411825,18.011672111989554,12.245163015236892,0
472.683282591332,15.56357704409383,14.81962500549157,0
328.5820017171818,9.059051223436624,15.61991787229983,0
415.65581185591844,6.658935924468347,0.9899370698733323,0
316.2382336550156,16.1771322196772,16.79632324291062,0
1043.265934346953,0.0009419977829094872,414.5430932245926,1
481.04449121060463,17.83474081162822,8.387792233339432,0
143.75009367959433,19.709982977201506,7.119420649767887,0
232.0880149461272,21.22365695465586,8.869116727638083,0
263.9475796714322,13.161647045123472,16.143786375823762,0
315.43294994344546,13.694496012049115,1.9502865128179492,0
110.4722109681972,18.796497526784346,18.741820569175896,0
60.42885506463106,15.825300978955777,18.981423926296877,0
294.4665660485158,13.180441181302449,0.8955690100933644,0
351.8571111114966,6.253137468249319,6.063881189220921,0
270.61016504720527,18.645403773762368,5.5247464995030615,0
484.6394525473261,15.281795675127489,8.882554263315033,0
222.88140379925295,7.809757105225168,11.659688523292049,0
55.997912139832955,16.404706973975262,13.418860094850158,0
1860.5367486912053,4.831217053533991,237.9125680290588,1
427.5748313400338,11.114669319048716,18.22336570360158,0
380.751543854618,6.497849598677723,4.2005869903256325,0
321.95571759491844,16.742794712489832,4.222249423322724,0
402.4651543943759,21.874133061450756,19.825264534672662,0
114.21358432720088,12.015886239060983,1.8144340446986207,0
467.13965287897776,12.88539484014274,13.511601839005197,0
206.14723956603785,17.59226962237789,4.693068835516987,0
281.3144956494424,9.59521883156288,4.1772814141148,0
316.13302281119303,18.138822241776076,4.011205021459658,0
43.77155428993721,21.865414541924384,7.9041185261994045,0
31.744565131286016,17.83568531336865,1.5429033707916373,0
204.4240753348053,6.29388219104864,8.139438192685278,0
254.10094145648753,11.976154928614202,13.748127282724752,0
347.36495137502953,6.652065697479564,18.58853388946228,0
377.4562672402862,17.482172574538072,1.79624308565548,0
1113.7165545829869,0.8454053517799626,352.8866391015796,1
492.7901648260971,16.475089302901573,0.6109891418675995,0
140.30958323247708,18.149509246765856,14.514329264398981,0
433.6015113506008,21.809049066444384,6.672135780580863,0
396.01704547010127,6.166843190358449,11.039806042414423,0
307.7020589238507,10.475256615543667,7.423232295714836,0
53.386271200672894,19.791790534468355,11.907193225172081,0
311.32562894480066,20.1193510472976,8.133481399971663,0
414.84079093904325,16.282794522758778,14.856499498126325,0
116.2364622273807,12.010756030107624,9.335641544623758,0
460.1877559077658,18.8340889300414,0.260591355141675,0
442.91207091046687,13.259098153684523,5.355533509766683,0
46.91966544300282,8.96734199482647,14.751314981856536,0
162.62185385505114,6.699770014079512,9.893503791825665,0
222.85323910011005,11.13188384701004,14.604922941802919,0
124.28175548801863,9.013585340249623,10.645150622979521,0
403.94871990643986,7.42144392140103,19.542084661031467,0
211.51500712683085,20.347428637441958,14.680595251786126,0
49.981148396117774,17.588564930022592,5.253512851973035,0
356.42042600929494,10.256308448086092,9.946248923379448,0
355.8574271005603,21.569563969125543,9.480128569663117,0
213.10724625977755,7.108068900573759,16.1615856471166,0
417.02070821697237,14.032803415815154,1.0380188717461802,0
257.69886076195655,15.234764532600801,0.6561924825721688,0
452.82474391588255,18.773507011589253,1.0097788882481584,0
431.5982629727209,11.724821614852342,9.394875259813675,0
391.500250134868,8.387804447202818,4.605018414210294,0
223.47972035216662,19.949324463569937,14.427869022125765,0
306.9899217173609,9.06851928946977,12.837199177107108,0
125.59395695158979,14.793856699502792,6.199998743435787,0
54.26511068302786,16.97458033679782,2.843408934077911,0
50.54672581730001,17.44785451358839,5.120951302099086,0
214.15313829185482,12.309845181093603,5.968698247237533,0
449.74090081125325,13.814306081039033,16.916991009199354,0
44.50390411627651,16.424311468836237,18.213531588702793,0
70.17728310440955,12.594094884204345,15.461780833949323,0
75.58753821231026,16.721536553775067,10.571562194443942,0
320.28797970637066,12.004158471082661,18.620199417705997,0
170.79480706261864,14.547875295623122,9.39283549361418,0
200.25150815503736,8.695110162283514,18.374694212127547,0
85.97039219659466,20.120535773113602,9.009306033156365,0
128.1315678415196,19.750652692489425,0.1133162905913454,0
379.77129301145715,18.970974847780262,7.085355296820932,0
1766.2254687320224,3.175445529548594,445.188959594785,1
451.28042760582895,13.78556259590005,15.076594011384373,0
247.03992154688225,17.1627300403212,7.744745423561918,0
20.870523594847796,19.051978296068494,5.606689215830418,0
180.33341509651493,11.87129726727681,5.430940948224848,0
37.27020978491792,16.788860902544776,1.0439725808994327,0
274.4927203381702,12.193260165370093,14.512544005488317,0
447.02948530062054,21.03711667082947,15.470777830691278,0
322.24347409684856,19.516630980576345,12.559867652081962,0
195.5985867161318,9.82488531515625,11.041387293067558,0
182.25467895576722,17.29630412262439,14.123863659267172,0
30.123083216259136,18.534763615065835,16.36413337496495,0
293.64379879870376,18.412875772687297,12.081433541424385,0
439.56603515260025,14.680732854326767,11.643664601851796,0
344.7600896582859,15.634330304839697,5.38039293596621,0
230.94611923389115,8.447740813257003,5.323360250310749,0
102.71855449465289,12.7218996455636,2.8877526426733446,0
460.3667004865431,13.010757542591803,0.7596312657970694,0
239.43359593627588,14.704265266924025,0.5503837028083058,0
245.7330947099171,18.050997374614447,14.383197938891378,0
256.1212902566398,7.6343924745206095,10.937192819502524,0
877.3964187005133,4.3319325712567105,430.595236078305,1
217.5007617309781,12.346556421496992,0.548406199453153,0
40.14334285722518,12.064434019505558,5.067143401193228,0
42.64336507150031,15.314371676479556,19.633066477048956,0
371.54932578419726,21.688269152017696,19.57915014082208,0
4238.899702099794,0.1358750804542208,453.7506188091885,1
269.8299149911011,8.928247107755634,18.825448964837033,0
485.0730648859379,21.15760740209662,16.33364350901436,0
371.0430129435073,9.63771680153758,15.415612365277596,0
200.9128622474097,11.707712848640027,2.0251982923031786,0
2673.02488944335,1.9080596993360004,227.44358510544288,1
349.9216276276358,16.06878089617178,18.947904991728937,0
280.2780575465943,19.15829470107293,19.430660847811772,0
315.23931763820815,6.5341376285821,14.01735271722864,0
124.2760416594026,18.60643181267624,2.0961612999514423,0
74.81534345141189,6.844863367496449,8.289394310786866,0
91.44556163553393,19.902410008649134,13.615117859209711,0
208.54902252289438,20.69884475189607,3.010429833268271,0
15.979505435841812,10.469883422955462,9.626667530713299,0
193.47333116300678,13.391150986735292,13.966223144551455,0
120.41307087913883,15.065205794742697,0.7187734984310667,0
494.7006058085459,11.950922686669838,12.549731435685587,0
69.05606360536757,14.773129339622788,7.117095185184228,0
