tempo,danceability,genre
128.72700594236812,0.8126406981655034,Pop
157.5357153204958,0.6596834432905521,Pop
146.59969709057026,0.6227680575448478,Pop
139.93292420985182,0.9321099380386666,Pop
117.80093202212183,0.9379712115760958,Pop
117.79972601681013,0.8829390718407614,Pop
112.90418060840997,0.7066148192106797,Pop
153.30880728874675,0.6341852399022343,Pop
140.05575058716045,0.8394815592792548,Pop
145.4036288898023,0.7540533728088604,Pop
111.02922471479012,0.6427133821956725,Pop
158.4954926080997,0.7733119185389445,Pop
151.62213204002109,0.6120359823903264,Pop
120.61695553391381,0.9182621407275737,Pop
119.09124836035502,0.6905729935600059,Pop
119.17022549267169,0.8318827995238937,Pop
125.21211214797688,0.7090988766312938,Pop
136.23782158161188,0.7820238074122338,Pop
131.5972509321058,0.7913485977701479,Pop
124.5614570099021,0.6646990594339345,Pop
140.59264473611898,0.9393546197175955,Pop
116.97469303260209,0.87129648817639,Pop
124.6072324267609,0.9288246295474661,Pop
128.31809216468457,0.913189572649677,Pop
132.80349921085178,0.8092649925838797,Pop
149.25879806965068,0.9226559822580909,Pop
119.98368910791798,0.6309723757181718,Pop
135.7117219206806,0.6685940018467008,Pop
139.6207284431021,0.6158295511186883,Pop
112.3225206359999,0.7138656157671425,Pop
65.54709158757927,0.13587827378149053,Classical
60.853961270955836,0.31397343616689855,Classical
83.14950036607718,0.3282355145850693,Classical
64.27013306774357,0.2683831592708489,Classical
61.23738038749523,0.3312901539863683,Classical
71.70784332632994,0.24813867890931726,Classical
55.636968998990504,0.25681984881459824,Classical
82.08787923016159,0.2282623055075649,Classical
52.98202574719083,0.10762573802322856,Classical
89.47547746402068,0.13236742809799135,Classical
80.8897907718663,0.10942875570602029,Classical
57.948627261366894,0.2909231233791342,Classical
50.220884684944096,0.19430679432289802,Classical
82.61845713819336,0.25257120734941085,Classical
78.27429375390469,0.37226994217782794,Classical
79.1602867216395,0.1747876687446625,Classical
80.85081386743784,0.22311487691068893,Classical
52.96178606936361,0.3266653415629146,Classical
64.33862914177091,0.16863944964748676,Classical
54.63476238100519,0.12309397294863791,Classical
84.52413703502374,0.1869254358741304,Classical
74.93192507310232,0.14836638617620135,Classical
63.23592099410597,0.378909295702772,Classical
52.54233401144094,0.34243611386932515,Classical
62.43929286862649,0.2900211269531271,Classical
63.007332881069885,0.3614381770563153,Classical
79.18424713352256,0.34110162306973435,Classical
75.50229885420853,0.15597101766581076,Classical
85.48850970305307,0.3677676995469934,Classical
68.88859700647797,0.26180267257469525,Classical
